Column1,file_name,dz,huden,nzy,mean,max-min
697,01028.jpeg,71,74,83,76,12
698,01029.jpeg,73,76,78,76,5
699,01030.jpeg,78,85,79,81,7
700,01032.jpeg,63,70,59,64,11
701,01033.jpeg,55,58,45,53,13
702,01034.jpeg,48,65,44,53,21
703,01036.jpeg,67,61,78,69,17
704,01037.jpeg,67,61,78,69,17
705,01038.jpeg,66,67,57,64,10
706,01039.jpeg,57,61,50,56,11
707,01040.jpeg,57,67,73,66,16
708,01041.jpeg,57,60,70,63,13
709,01042.jpeg,57,50,71,60,21
710,01043.jpeg,71,60,78,70,18
711,01044.jpeg,69,63,75,69,12
712,01045.jpeg,44,30,43,39,14
713,01046.jpeg,80,81,90,84,10
714,01047.jpeg,80,85,91,86,11
715,01048.jpeg,65,50,74,63,24
716,01049.jpeg,65,55,69,63,14
717,01050.jpeg,63,60,71,65,11
718,01052.jpeg,80,75,66,74,14
719,01053.jpeg,69,69,66,68,3
720,01054.jpeg,54,35,51,47,19
721,01055.jpeg,52,35,33,40,19
722,01056.jpeg,48,35,43,42,13
723,01057.jpeg,49,50,74,58,25
724,01058.jpeg,49,56,70,59,21
725,01059.jpeg,71,70,67,70,4
726,01060.jpeg,76,70,76,74,6
727,01063.jpeg,83,76,82,81,7
728,01064.jpeg,84,78,80,81,6
729,01066.jpeg,24,46,35,35,22
730,01067.jpeg,13,6,27,16,21
731,01068.jpeg,41,45,43,43,4
732,01069.jpeg,38,13,19,24,25
733,01070.jpeg,37,16,33,29,21
734,01072.jpeg,12,12,27,17,15
735,01073.jpeg,45,40,50,45,10
736,01074.jpeg,46,40,56,48,16
737,01077.jpeg,39,36,52,43,16
738,01078.jpeg,39,40,45,42,6
739,01079.jpeg,9,3,3,5,6
740,01080.jpeg,19,10,27,19,17
741,01081.jpeg,52,58,57,56,6
742,01082.jpeg,72,68,80,74,12
743,01083.jpeg,70,73,65,70,8
744,01084.jpeg,79,77,78,78,2
745,01085.jpeg,76,69,71,72,7
746,01086.jpeg,12,4,2,6,10
747,01087.jpeg,11,4,2,6,9
748,01092.jpeg,67,64,78,70,14
749,01093.jpeg,64,50,68,61,18
750,01094.jpeg,70,67,79,72,12
751,01095.jpeg,65,67,73,69,8
752,01096.jpeg,11,10,3,8,8
753,01097.jpeg,63,58,66,63,8
754,01098.jpeg,69,75,82,76,13
755,01099.jpeg,67,78,82,76,15
756,01100.jpeg,82,87,90,87,8
757,01101.jpeg,13,7,9,10,6
758,01104.jpeg,42,30,33,35,12
759,01105.jpeg,40,20,30,30,20
760,01106.jpeg,72,73,88,78,16
761,01107.jpeg,81,80,92,85,12
762,01108.jpeg,82,84,92,86,10
763,01110.jpeg,15,18,10,15,8
764,01111.jpeg,54,64,76,65,22
765,01112.jpeg,16,40,27,28,24
766,01113.jpeg,80,74,85,80,11
767,01114.jpeg,78,72,79,77,7
768,01115.jpeg,39,31,45,39,14
769,01116.jpeg,41,37,48,42,11
770,01117.jpeg,80,78,90,83,12
771,01118.jpeg,78,75,85,80,10
772,01120.jpeg,88,88,91,89,3
773,01121.jpeg,88,83,91,88,8
774,01122.jpeg,81,94,96,91,15
775,01123.jpeg,78,96,96,90,18
776,01125.jpeg,17,15,8,14,9
777,01126.jpeg,14,16,11,14,5
778,01127.jpeg,13,20,11,15,9
779,01130.jpeg,60,58,78,66,20
780,01131.jpeg,17,8,5,10,12
781,01132.jpeg,13,12,10,12,3
782,01133.jpeg,12,20,12,15,8
783,01134.jpeg,18,32,15,22,17
784,01135.jpeg,11,13,13,13,2
785,01136.jpeg,58,70,68,66,12
786,01137.jpeg,57,65,71,65,14
787,01138.jpeg,57,65,71,65,14
788,01139.jpeg,42,30,54,42,24
789,01140.jpeg,36,38,45,40,9
790,01141.jpeg,49,38,55,48,17
791,01142.jpeg,54,72,65,64,18
792,01143.jpeg,67,80,84,77,17
793,01144.jpeg,30,37,45,38,15
794,01145.jpeg,69,60,75,68,15
795,01147.jpeg,76,81,66,75,15
796,01148.jpeg,72,82,78,78,10
797,01149.jpeg,72,70,72,72,2
798,01150.jpeg,15,34,30,27,19
799,01151.jpeg,15,28,34,26,19
800,01152.jpeg,77,81,78,79,4
801,01153.jpeg,77,79,78,78,2
802,01154.jpeg,73,74,75,74,2
803,01155.jpeg,73,64,77,72,13
804,01156.jpeg,77,75,82,78,7
805,01157.jpeg,77,75,79,77,4
806,01160.jpeg,45,35,48,43,13
807,01161.jpeg,38,36,52,42,16
808,01162.jpeg,35,46,47,43,12
809,01164.jpeg,43,58,64,55,21
810,01165.jpeg,7,2,2,4,5
811,01167.jpeg,50,64,70,62,20
812,01168.jpeg,47,38,40,42,9
813,01169.jpeg,43,31,30,35,13
814,01170.jpeg,45,35,42,41,10
815,01171.jpeg,44,35,42,41,9
816,01172.jpeg,26,37,31,32,11
817,01175.jpeg,59,49,45,51,14
818,01176.jpeg,57,73,60,64,16
819,01177.jpeg,57,80,69,69,23
820,01178.jpeg,68,76,76,74,8
821,01179.jpeg,64,60,60,62,4
822,01180.jpeg,59,57,65,61,8
823,01181.jpeg,59,60,70,63,11
824,01182.jpeg,58,62,62,61,4
825,01183.jpeg,68,67,69,68,2
826,01188.jpeg,71,70,70,71,1
827,01189.jpeg,66,54,42,54,24
828,01190.jpeg,68,65,68,67,3
829,01191.jpeg,73,73,72,73,1
830,01192.jpeg,50,30,25,35,25
831,01193.jpeg,20,20,20,20,0
832,01194.jpeg,59,59,50,56,9
833,01195.jpeg,59,51,52,54,8
834,01196.jpeg,55,47,46,50,9
835,01197.jpeg,82,76,85,81,9
836,01198.jpeg,90,90,85,89,5
837,01199.jpeg,50,60,65,59,15
838,01207.jpeg,52,70,70,64,18
839,01208.jpeg,52,48,59,53,11
840,01209.jpeg,70,66,78,72,12
841,01210.jpeg,62,56,67,62,11
842,01211.jpeg,67,63,71,67,8
843,01212.jpeg,50,44,50,48,6
844,01213.jpeg,50,48,61,53,13
845,01217.jpeg,80,85,87,84,7
846,01218.jpeg,83,86,90,87,7
847,01219.jpeg,79,86,90,85,11
848,01220.jpeg,31,60,43,45,29
849,01221.jpeg,45,55,42,48,13
850,01222.jpeg,70,90,82,81,20
851,01223.jpeg,79,82,86,83,7
852,01224.jpeg,42,35,48,42,13
853,01225.jpeg,44,35,48,43,13
854,01226.jpeg,39,28,40,36,12
855,01227.jpeg,25,13,7,15,18
856,01229.jpeg,33,45,24,34,21
857,01231.jpeg,76,70,71,73,6
858,01233.jpeg,76,70,71,73,6
859,01234.jpeg,82,78,84,82,6
860,01235.jpeg,28,34,37,33,9
861,01236.jpeg,27,28,29,28,2
862,01237.jpeg,28,35,48,37,20
863,01238.jpeg,55,55,51,54,4
864,01239.jpeg,50,62,53,55,12
865,01240.jpeg,10,30,35,25,25
866,01241.jpeg,40,28,45,38,17
867,01242.jpeg,73,69,77,73,8
868,01243.jpeg,71,66,60,66,11
869,01244.jpeg,70,67,79,72,12
870,01245.jpeg,70,67,79,72,12
871,01246.jpeg,57,50,59,56,9
872,01247.jpeg,57,49,61,56,12
873,01248.jpeg,16,20,23,20,7
874,01250.jpeg,79,81,75,79,6
875,01251.jpeg,79,81,75,79,6
876,01252.jpeg,55,43,42,47,13
877,01253.jpeg,65,64,70,67,6
878,01254.jpeg,59,39,49,49,20
879,01255.jpeg,79,80,92,84,13
880,01256.jpeg,77,78,80,79,3
881,01257.jpeg,32,20,25,26,12
882,01258.jpeg,32,20,35,29,15
883,01259.jpeg,82,86,90,86,8
884,01260.jpeg,34,24,30,30,10
885,01261.jpeg,71,74,66,71,8
886,01262.jpeg,58,38,34,44,24
887,01263.jpeg,30,49,37,39,19
888,01264.jpeg,50,63,58,57,13
889,01265.jpeg,67,73,62,68,11
890,01266.jpeg,68,83,88,80,20
891,01267.jpeg,69,65,69,68,4
892,01268.jpeg,81,85,84,84,4
893,01269.jpeg,79,81,76,79,5
894,01270.jpeg,72,63,70,69,9
895,01271.jpeg,71,70,67,70,4
896,01272.jpeg,69,55,49,58,20
897,01273.jpeg,64,58,51,58,13
898,01274.jpeg,80,86,85,84,6
899,01275.jpeg,77,65,63,69,14
900,01276.jpeg,73,73,71,73,2
901,01277.jpeg,71,73,58,68,15
902,01278.jpeg,45,20,39,35,25
903,01279.jpeg,30,27,35,31,8
904,01280.jpeg,57,36,35,43,22
905,01281.jpeg,55,48,47,50,8
906,01282.jpeg,74,60,73,69,14
907,01283.jpeg,78,67,71,72,11
908,01284.jpeg,65,50,57,58,15
909,01285.jpeg,17,22,7,16,15
910,01286.jpeg,73,85,83,81,12
911,01287.jpeg,73,85,83,81,12
912,01288.jpeg,71,62,51,62,20
913,01289.jpeg,67,55,51,58,16
914,01290.jpeg,72,75,80,76,8
915,01292.jpeg,87,90,91,90,4
916,01293.jpeg,79,77,74,77,5
917,01294.jpeg,20,19,17,19,3
918,01295.jpeg,77,56,59,64,21
919,01296.jpeg,77,65,55,66,22
920,01297.jpeg,80,79,78,79,2
921,01298.jpeg,83,79,78,80,5
922,01299.jpeg,60,57,61,60,4
923,01333.jpeg,50,50,50,50,0
924,01338.jpeg,18,10,8,12,10
925,01351.jpeg,70,58,69,66,12
926,01352.jpeg,68,65,72,69,7
927,01353.jpeg,67,67,70,68,3
928,01354.jpeg,69,67,70,69,3
929,01355.jpeg,70,74,79,75,9
930,01356.jpeg,54,60,47,54,13
931,01357.jpeg,82,89,86,86,7
932,01360.jpeg,69,78,84,77,15
933,01361.jpeg,69,70,78,73,9
934,01362.jpeg,75,80,78,78,5
935,01363.jpeg,75,80,78,78,5
936,01364.jpeg,60,55,44,53,16
937,01365.jpeg,55,50,43,50,12
938,01366.jpeg,68,64,54,62,14
939,01368.jpeg,78,67,70,72,11
940,01370.jpeg,71,70,67,70,4
941,01371.jpeg,28,30,27,29,3
942,01372.jpeg,66,65,75,69,10
943,01373.jpeg,63,62,75,67,13
944,01376.jpeg,50,26,43,40,24
945,01377.jpeg,43,23,39,35,20
946,01378.jpeg,77,76,77,77,1
947,01379.jpeg,78,75,77,77,3
948,01380.jpeg,75,78,71,75,7
949,01381.jpeg,74,78,71,75,7
950,01382.jpeg,68,56,65,63,12
951,01383.jpeg,68,71,70,70,3
952,01384.jpeg,68,65,71,68,6
953,01385.jpeg,68,65,67,67,3
954,01386.jpeg,72,76,70,73,6
955,01387.jpeg,72,76,72,74,4
956,01388.jpeg,58,45,39,48,19
957,01389.jpeg,54,62,69,62,15
958,01390.jpeg,70,61,80,71,19
959,01391.jpeg,70,61,80,71,19
960,01393.jpeg,77,67,85,77,18
961,01394.jpeg,62,40,49,51,22
962,01395.jpeg,62,48,56,56,14
963,01396.jpeg,69,48,55,58,21
964,01397.jpeg,67,62,60,63,7
965,01398.jpeg,67,60,80,69,20
966,01399.jpeg,65,62,77,68,15
967,01400.jpeg,65,70,69,68,5
968,01401.jpeg,59,58,50,56,9
969,01402.jpeg,68,87,90,82,22
970,01403.jpeg,73,89,93,85,20
971,01404.jpeg,73,87,92,84,19
972,01405.jpeg,65,67,82,72,17
973,01406.jpeg,56,50,52,53,6
974,01407.jpeg,81,76,88,82,12
975,01408.jpeg,79,70,73,74,9
976,01409.jpeg,71,79,94,82,23
977,01410.jpeg,69,74,82,75,13
978,01411.jpeg,70,70,79,73,9
979,01413.jpeg,47,40,50,46,10
980,01414.jpeg,80,68,83,77,15
981,01415.jpeg,78,69,83,77,14
982,01416.jpeg,12,21,7,14,14
983,01417.jpeg,7,10,6,8,4
984,01418.jpeg,69,53,53,59,16
985,01419.jpeg,66,43,49,53,23
986,01420.jpeg,50,45,46,47,5
987,01421.jpeg,49,37,55,47,18
988,01422.jpeg,56,48,50,52,8
989,01426.jpeg,76,80,80,79,4
990,01427.jpeg,77,80,89,82,12
991,01428.jpeg,72,76,84,78,12
992,01429.jpeg,68,65,60,65,8
993,01430.jpeg,71,51,59,61,20
994,01431.jpeg,71,58,68,66,13
995,01432.jpeg,71,58,70,67,13
996,01433.jpeg,59,45,45,50,14
997,01434.jpeg,53,59,48,54,11
998,01435.jpeg,70,68,82,74,14
999,01436.jpeg,82,80,89,84,9
1000,01437.jpeg,59,67,69,65,10
1001,01438.jpeg,11,12,7,10,5
1002,01439.jpeg,70,70,71,71,1
1003,01440.jpeg,34,45,40,40,11
1004,01444.jpeg,81,74,90,82,16
1005,01445.jpeg,68,59,61,63,9
1006,01446.jpeg,62,49,63,58,14
1007,01447.jpeg,75,86,70,77,16
1008,01448.jpeg,71,78,70,73,8
1009,01450.jpeg,79,83,88,84,9
1010,01451.jpeg,68,90,90,83,22
1011,01452.jpeg,63,81,86,77,23
1012,01453.jpeg,57,65,45,56,20
1013,01454.jpeg,76,78,75,77,3
1014,01455.jpeg,74,67,78,73,11
1015,01456.jpeg,80,70,83,78,13
1016,01457.jpeg,69,67,76,71,9
1017,01458.jpeg,64,64,65,65,1
1018,01461.jpeg,79,71,71,74,8
1019,01462.jpeg,82,78,79,80,4
1020,01463.jpeg,62,56,68,62,12
1021,01464.jpeg,57,37,39,45,20
1022,01465.jpeg,57,57,70,62,13
1023,01466.jpeg,63,59,63,62,4
1024,01467.jpeg,60,60,69,63,9
1025,01468.jpeg,70,61,60,64,10
1026,01469.jpeg,79,74,85,80,11
1027,01470.jpeg,70,75,68,71,7
1028,01471.jpeg,58,40,43,47,18
1029,01472.jpeg,58,52,50,54,8
1030,01473.jpeg,82,77,74,78,8
1031,01474.jpeg,72,69,73,72,4
1032,01475.jpeg,72,64,71,69,8
1033,01476.jpeg,57,56,70,61,14
1034,01477.jpeg,52,40,47,47,12
1035,01478.jpeg,76,77,71,75,6
1036,01479.jpeg,76,68,59,68,17
1037,01480.jpeg,34,33,40,36,7
1038,01481.jpeg,56,58,64,60,8
1039,01482.jpeg,49,55,65,57,16
1040,01483.jpeg,83,84,89,86,6
1041,01484.jpeg,80,76,75,77,5
1042,01485.jpeg,79,81,86,82,7
1043,01486.jpeg,77,75,71,75,6
1044,01487.jpeg,84,80,90,85,10
1045,01488.jpeg,43,40,60,48,20
1046,01489.jpeg,5,1,1,3,4
1047,01490.jpeg,79,78,71,76,8
1048,01491.jpeg,82,81,79,81,3
1049,01492.jpeg,58,54,45,53,13
1050,01493.jpeg,81,75,75,77,6
1051,01494.jpeg,73,79,84,79,11
1052,01495.jpeg,86,86,92,88,6
1053,01496.jpeg,63,48,45,52,18
1054,01497.jpeg,49,34,32,39,17
1055,01498.jpeg,57,62,74,65,17
1056,01501.jpeg,62,62,76,67,14
1057,01502.jpeg,69,62,72,68,10
1058,01504.jpeg,60,60,70,64,10
1059,01505.jpeg,55,55,70,60,15
1060,01506.jpeg,9,14,18,14,9
1061,01509.jpeg,6,3,2,4,4
1062,01510.jpeg,85,75,80,80,10
1063,01511.jpeg,83,78,71,78,12
1064,01512.jpeg,47,39,25,37,22
1065,01513.jpeg,11,15,25,17,14
1066,01514.jpeg,6,4,10,7,6
1067,01515.jpeg,7,7,15,10,8
1068,01517.jpeg,4,4,1,3,3
1069,01518.jpeg,11,12,30,18,19
1070,01519.jpeg,86,82,80,83,6
1071,01520.jpeg,84,78,77,80,7
1072,01521.jpeg,84,80,79,81,5
1073,01522.jpeg,87,81,79,83,8
1074,01523.jpeg,80,79,78,79,2
1075,01524.jpeg,79,73,70,74,9
1076,01525.jpeg,76,78,70,75,8
1077,01526.jpeg,74,76,68,73,8
1078,01529.jpeg,1,1,1,1,0
1079,01530.jpeg,1,1,1,1,0
1080,01531.jpeg,59,63,51,58,12
1081,01532.jpeg,1,2,2,2,1
1082,01533.jpeg,78,94,85,86,16
1083,01534.jpeg,71,70,66,69,5
1084,01535.jpeg,60,46,40,49,20
1085,01536.jpeg,59,46,46,51,13
1086,01539.jpeg,19,26,34,27,15
1087,01540.jpeg,20,33,34,29,14
1088,01541.jpeg,81,77,82,80,5
1089,01542.jpeg,83,79,84,82,5
1090,01543.jpeg,69,54,49,58,20
1091,01544.jpeg,70,63,51,62,19
1092,01545.jpeg,74,65,76,72,11
1093,01546.jpeg,72,62,69,68,10
1094,01547.jpeg,53,33,28,38,25
1095,01548.jpeg,56,50,59,55,9
1096,01549.jpeg,57,56,70,61,14
1097,01550.jpeg,57,70,70,66,13
1098,01551.jpeg,82,82,89,85,7
1099,01552.jpeg,87,85,91,88,6
1100,01553.jpeg,85,85,85,85,0
1101,01554.jpeg,61,55,60,59,6
1102,01555.jpeg,73,68,50,64,23
1103,01556.jpeg,69,52,44,55,25
1104,01557.jpeg,49,48,43,47,6
1105,01558.jpeg,50,48,41,47,9
1106,01559.jpeg,55,50,52,53,5
1107,01560.jpeg,53,45,30,43,23
1108,01561.jpeg,55,62,48,55,14
1109,01562.jpeg,77,65,73,72,12
1110,01563.jpeg,72,55,71,66,17
1111,01564.jpeg,76,68,65,70,11
1112,01565.jpeg,80,68,67,72,13
1113,01569.jpeg,80,75,78,78,5
1114,01570.jpeg,64,57,46,56,18
1115,01571.jpeg,77,88,77,81,11
1116,01573.jpeg,77,88,79,82,11
1117,01575.jpeg,39,25,27,31,14
1118,01576.jpeg,13,17,15,15,4
1119,01577.jpeg,17,10,5,11,12
1120,01580.jpeg,16,14,6,12,10
1121,01581.jpeg,69,45,52,56,24
1122,01582.jpeg,55,48,45,50,10
1123,01584.jpeg,34,28,31,31,6
1124,01585.jpeg,51,34,29,38,22
1125,01586.jpeg,69,50,49,56,20
1126,01587.jpeg,75,67,53,65,22
1127,01588.jpeg,78,64,53,65,25
1128,01589.jpeg,36,33,32,34,4
1129,01590.jpeg,36,31,26,31,10
1130,01591.jpeg,38,28,30,32,10
1131,01592.jpeg,21,12,11,15,10
1132,01593.jpeg,2,3,1,2,2
1133,01594.jpeg,28,30,32,30,4
1134,01595.jpeg,34,10,34,26,24
1135,01596.jpeg,30,15,26,24,15
1136,01599.jpeg,80,80,78,80,2
1137,01600.jpeg,83,80,71,78,12
1138,01601.jpeg,79,82,82,81,3
1139,01602.jpeg,76,71,73,74,5
1140,01603.jpeg,76,72,70,73,6
1141,01604.jpeg,76,68,70,72,8
1142,01605.jpeg,86,80,80,82,6
1143,01606.jpeg,79,65,55,67,24
1144,01607.jpeg,70,70,69,70,1
1145,01608.jpeg,37,50,51,46,14
1146,01609.jpeg,58,57,75,64,18
1147,01610.jpeg,60,48,49,53,12
1148,01611.jpeg,65,49,48,54,17
1149,01612.jpeg,30,12,20,21,18
1150,01613.jpeg,79,70,81,77,11
1151,01614.jpeg,77,71,83,77,12
1152,01620.jpeg,45,27,29,34,18
1153,01621.jpeg,65,48,57,57,17
1154,01622.jpeg,63,48,66,59,18
1155,01625.jpeg,67,66,60,65,7
1156,01626.jpeg,68,70,78,72,10
1157,01627.jpeg,39,37,32,36,7
1158,01630.jpeg,75,80,79,78,5
1159,01635.jpeg,49,27,38,38,22
1160,01636.jpeg,51,40,35,42,16
1161,01642.jpeg,80,73,71,75,9
1162,01643.jpeg,78,75,74,76,4
1163,01644.jpeg,73,67,72,71,6
1164,01645.jpeg,74,67,72,71,7
1165,01646.jpeg,70,68,78,72,10
1166,01647.jpeg,67,80,79,76,13
1167,01648.jpeg,75,70,70,72,5
1168,01649.jpeg,69,55,74,66,19
1169,01650.jpeg,73,68,63,68,10
1170,01653.jpeg,71,71,69,71,2
1171,01654.jpeg,52,40,53,49,13
1172,01655.jpeg,54,46,51,51,8
1173,01656.jpeg,57,58,60,59,3
1174,01657.jpeg,50,50,68,56,18
1175,01658.jpeg,45,39,59,48,20
1176,01660.jpeg,43,39,50,44,11
1177,01661.jpeg,31,20,29,27,11
1178,01662.jpeg,40,37,49,42,12
1179,01664.jpeg,67,51,50,56,17
1180,01665.jpeg,70,65,55,64,15
1181,01666.jpeg,71,69,74,72,5
1182,01667.jpeg,2,2,2,2,0
1183,01668.jpeg,1,4,3,3,3
1184,01669.jpeg,89,82,80,84,9
1185,01670.jpeg,83,73,78,78,10
1186,01671.jpeg,28,55,38,41,27
1187,01672.jpeg,81,70,71,74,11
1188,01673.jpeg,30,16,36,28,20
1189,01674.jpeg,40,65,60,55,25
1190,01675.jpeg,87,79,79,82,8
1191,01676.jpeg,79,87,70,79,17
1192,01677.jpeg,75,69,50,65,25
1193,01678.jpeg,76,79,78,78,3
1194,01679.jpeg,69,67,50,62,19
1195,01680.jpeg,69,68,59,66,10
1196,01684.jpeg,87,85,92,88,7
1197,01685.jpeg,89,85,80,85,9
1198,01686.jpeg,88,85,87,87,3
1199,01687.jpeg,22,17,20,20,5
1200,01688.jpeg,58,53,61,58,8
1201,01689.jpeg,77,93,79,83,16
1202,01690.jpeg,70,75,63,70,12
1203,01691.jpeg,76,70,65,71,11
1204,01692.jpeg,75,67,80,74,13
1205,01693.jpeg,76,80,63,73,17
1206,01694.jpeg,12,8,8,10,4
1207,01695.jpeg,16,15,25,19,10
1208,01696.jpeg,81,78,79,80,3
1209,01697.jpeg,84,77,88,83,11
1210,01698.jpeg,83,77,88,83,11
1211,01699.jpeg,74,62,79,72,17
1212,01700.jpeg,80,70,79,77,10
1213,01701.jpeg,55,55,66,59,11
1214,01702.jpeg,53,57,55,55,4
1215,01703.jpeg,54,49,68,57,19
1216,01704.jpeg,62,64,64,64,2
1217,01705.jpeg,59,64,64,63,5
1218,01708.jpeg,68,67,65,67,3
1219,01709.jpeg,70,67,65,68,5
1220,01710.jpeg,72,70,69,71,3
1221,01711.jpeg,62,45,59,56,17
1222,01712.jpeg,80,76,82,80,6
1223,01713.jpeg,17,20,40,26,23
1224,01714.jpeg,36,33,49,40,16
1225,01715.jpeg,37,40,38,39,3
1226,01716.jpeg,37,43,41,41,6
1227,01717.jpeg,43,43,68,52,25
1228,01718.jpeg,38,50,25,38,25
1229,01719.jpeg,37,50,25,38,25
1230,01720.jpeg,37,45,27,37,18
1231,01721.jpeg,32,36,20,30,16
1232,01722.jpeg,78,76,80,78,4
1233,01723.jpeg,1,2,2,2,1
1234,01724.jpeg,67,65,58,64,9
1235,01725.jpeg,64,65,56,62,9
1236,01726.jpeg,85,85,89,87,4
1237,01727.jpeg,81,80,78,80,3
1238,01728.jpeg,79,68,71,73,11
1239,01729.jpeg,79,66,71,72,13
1240,01730.jpeg,78,75,79,78,4
1241,01731.jpeg,70,60,66,66,10
1242,01732.jpeg,39,17,20,26,22
1243,01733.jpeg,79,56,74,70,23
1244,01734.jpeg,45,37,44,42,8
1245,01735.jpeg,50,48,47,49,3
1246,01736.jpeg,65,53,65,61,12
1247,01737.jpeg,47,30,39,39,17
1248,01738.jpeg,54,63,59,59,9
1249,01739.jpeg,50,61,50,54,11
1250,01740.jpeg,59,70,69,66,11
1251,01741.jpeg,55,58,40,51,18
1252,01742.jpeg,46,59,43,50,16
1253,01743.jpeg,78,73,85,79,12
1254,01753.jpeg,73,67,52,64,21
1255,01754.jpeg,67,57,52,59,15
1256,01755.jpeg,74,62,55,64,19
1257,01756.jpeg,55,45,41,47,14
1258,01757.jpeg,68,80,55,68,25
1259,01758.jpeg,68,80,55,68,25
1260,01759.jpeg,70,76,65,71,11
1261,01760.jpeg,74,77,68,73,9
1262,01761.jpeg,87,83,83,85,4
1263,01762.jpeg,83,83,80,82,3
1264,01763.jpeg,63,78,72,71,15
1265,01764.jpeg,58,64,62,62,6
1266,01765.jpeg,58,67,65,64,9
1267,01766.jpeg,63,64,75,68,12
1268,01767.jpeg,56,57,59,58,3
1269,01768.jpeg,79,72,71,74,8
1270,01769.jpeg,83,82,87,84,5
1271,01770.jpeg,70,78,73,74,8
1272,01771.jpeg,60,70,60,64,10
1273,01772.jpeg,53,65,52,57,13
1274,01773.jpeg,48,45,30,41,18
1275,01774.jpeg,73,64,77,72,13
1276,01775.jpeg,3,2,2,3,1
1277,01776.jpeg,52,74,75,67,23
1278,01777.jpeg,64,70,78,71,14
1279,01778.jpeg,17,11,8,12,9
1280,01787.jpeg,23,20,15,20,8
1281,01797.jpeg,36,50,39,42,14
1282,01807.jpeg,13,10,15,13,5
1283,01808.jpeg,55,52,60,56,8
1284,01809.jpeg,58,35,45,46,23
1285,01810.jpeg,24,21,25,24,4
1286,01811.jpeg,69,70,72,71,3
1287,01812.jpeg,52,50,41,48,11
1288,01813.jpeg,53,54,50,53,4
1289,01814.jpeg,64,63,55,61,9
1290,01815.jpeg,43,45,37,42,8
1291,01816.jpeg,33,22,15,24,18
1292,01817.jpeg,47,45,47,47,2
1293,01818.jpeg,25,8,28,21,20
1294,01819.jpeg,46,29,39,38,17
1295,01820.jpeg,54,45,41,47,13
1296,01821.jpeg,49,48,40,46,9
1297,01822.jpeg,65,70,70,69,5
1298,01823.jpeg,79,79,78,79,1
1299,01824.jpeg,59,67,65,64,8
1300,01825.jpeg,57,52,61,57,9
1301,01826.jpeg,57,58,78,65,21
1302,01827.jpeg,77,61,78,72,17
1303,01828.jpeg,55,50,65,57,15
1304,01829.jpeg,20,17,8,15,12
1305,01830.jpeg,75,65,79,73,14
1306,01831.jpeg,68,57,43,56,25
1307,01832.jpeg,58,67,71,66,13
1308,01833.jpeg,59,67,51,59,16
1309,01834.jpeg,81,78,79,80,3
1310,01835.jpeg,80,78,78,79,2
1311,01836.jpeg,85,88,80,85,8
1312,01837.jpeg,63,78,82,75,19
1313,01838.jpeg,80,80,80,80,0
1314,01847.jpeg,2,2,2,2,0
1315,01859.jpeg,63,52,75,64,23
1316,01861.jpeg,60,70,73,68,13
1317,01862.jpeg,29,30,30,30,1
1318,01864.jpeg,54,71,72,66,18
1319,01865.jpeg,65,58,50,58,15
1320,01866.jpeg,65,65,55,62,10
1321,01868.jpeg,16,14,22,18,8
1322,01869.jpeg,24,22,33,27,11
1323,01870.jpeg,33,48,45,42,15
1324,01871.jpeg,79,70,82,77,12
1325,01872.jpeg,78,77,78,78,1
1326,01873.jpeg,78,77,78,78,1
1327,01884.jpeg,83,84,85,84,2
1328,01886.jpeg,84,76,78,80,8
1329,01887.jpeg,58,55,73,62,18
1330,01888.jpeg,58,55,76,63,21
1331,01889.jpeg,55,50,49,52,6
1332,01890.jpeg,55,60,51,56,9
1333,01891.jpeg,78,78,75,77,3
1334,01892.jpeg,76,67,72,72,9
1335,01893.jpeg,75,73,76,75,3
1336,01894.jpeg,79,83,76,80,7
1337,01895.jpeg,64,69,60,65,9
1338,01898.jpeg,79,85,86,84,7
1339,01899.jpeg,80,80,85,82,5
1340,01900.jpeg,37,36,38,37,2
1341,01901.jpeg,74,78,54,69,24
1342,01902.jpeg,76,75,74,75,2
1343,01903.jpeg,80,83,78,81,5
1344,01904.jpeg,16,30,9,19,21
1345,01906.jpeg,16,28,12,19,16
1346,01907.jpeg,11,13,13,13,2
1347,01910.jpeg,66,72,73,71,7
1348,01911.jpeg,60,65,71,66,11
1349,01912.jpeg,45,46,35,42,11
1350,01913.jpeg,33,20,19,24,14
1351,01914.jpeg,50,35,42,43,15
1352,01915.jpeg,51,35,30,39,21
1353,01916.jpeg,44,43,50,46,7
1354,01917.jpeg,82,85,79,82,6
1355,01918.jpeg,80,83,79,81,4
1356,01919.jpeg,57,48,58,55,10
1357,01920.jpeg,50,30,45,42,20
1358,01921.jpeg,77,63,83,75,20
1359,01922.jpeg,79,63,80,74,17
1360,01923.jpeg,82,78,78,80,4
1361,01925.jpeg,70,60,76,69,16
1362,01926.jpeg,68,73,78,73,10
1363,01927.jpeg,59,52,60,57,8
1364,01928.jpeg,52,42,46,47,10
1365,01930.jpeg,30,8,30,23,22
1366,01931.jpeg,3,4,4,4,1
1367,01932.jpeg,70,80,84,78,14
1368,01933.jpeg,89,88,90,89,2
1369,01934.jpeg,68,73,77,73,9
1370,01935.jpeg,47,50,46,48,4
1371,01937.jpeg,27,24,23,25,4
1372,01938.jpeg,57,47,59,55,12
1373,01940.jpeg,87,85,86,86,2
1374,01941.jpeg,83,77,83,81,6
1375,01942.jpeg,6,2,1,3,5
